|tweet_id|begin|end|type|extraction|drug|tweet|meddra_code|meddra_term|prediction_extractions
59|327835368164573186|27.0|43.0|ADR|increases hunger|olanzapine|@sophiemonk coz olanzapine increases hunger strains u all day dosile unless u get up when ur accilies still wud n coffee 5am fog frost|10020466.0|hunger|[]
60|330154444459241472|46.0|52.0|ADR|dreams|olanzapine|@river__tam olanzapine is amazing srsly, the dreams are immense, no addiction, its gorgeous, like brave new world soma to me|10004969.0|bizarre dreams|[]
61|332497216080052224|37.0|40.0|ADR|fat|olanzapine|olanzapine is supposed to make you a fat bastard i got off lucky. lithium makes my hand shake. bipolar or schizo drugs.|10047896.0|weight gain|['schizo']
62|332497216080052224|83.0|93.0|ADR|hand shake|olanzapine|olanzapine is supposed to make you a fat bastard i got off lucky. lithium makes my hand shake. bipolar or schizo drugs.|10040530.0|shaking of hands|['schizo']
63|340983454554546176|110.0|125.0|ADR|stopped working|paxil|"@christal_l that's the problem with most of them - side effects. i was on paxil after my mom died and ""it"" stopped working. fuck that."|10043087.0|tachyphylaxis|[]
64|342382016030973953|61.0|68.0|ADR|gaining|paxil|@jennabear32819 have to go to a doc now to see why i'm still gaining. stupid paxil made me gain like 50 pounds ?? and now i have to lose it|10047896.0|weight gain|['gaining', 'gain like 50 pounds']
65|342382016030973953|91.0|110.0|ADR|gain like 50 pounds|paxil|@jennabear32819 have to go to a doc now to see why i'm still gaining. stupid paxil made me gain like 50 pounds ?? and now i have to lose it|10047896.0|weight gain|['gaining', 'gain like 50 pounds']
66|346275392090423296|91.0|119.0|ADR|Getting out of bed is haaard|paxil|anemia, hormones, depression &amp; paxil are totally getting the best of me this morning. getting out of bed is haaard.|10012378.0|depression|[]
67|347746008903581696|3.0|25.0|ADR|creativity was blocked|paxil|my creativity was blocked by lithium and prozac and wellbutrin and paxil and zoloft and effexor and lexapro and cymbalta and abilify-|10027374.0|mental impairment|[]
68|351423946706526209|43.0|46.0|ADR|w/d|paxil|the #zombieapocalypse will stem from paxil w/d symptoms. mark my words.|10048010.0|withdrawal syndrome|[]
69|331146154786041856|37.0|43.0|ADR|drowsy|pregabalin|for anxiety to penetrate through my drowsy haze (a result of the triumvirate of fluoxetine, pregabalin, amoxicillin?) is pretty good going.|10013649.0|drowsiness|['drowsy', 'haze']
70|331146154786041856|44.0|48.0|ADR|haze|pregabalin|for anxiety to penetrate through my drowsy haze (a result of the triumvirate of fluoxetine, pregabalin, amoxicillin?) is pretty good going.|10017565.0|fuzzy|['drowsy', 'haze']
71|343602068067581952|64.0|74.0|ADR|brain zaps|pristiq|@deltrimental i came off pristiq in july last year. i still get brain zaps when tired. my genitals aren�t numb now tho - swings/roundabouts|10033775.0|paraesthesia|['brain zaps']
72|343602068067581952|90.0|110.0|ADR|genitals aren�t numb|pristiq|@deltrimental i came off pristiq in july last year. i still get brain zaps when tired. my genitals aren�t numb now tho - swings/roundabouts|10059272.0|sexual desire decreased|['brain zaps']
73|347713864009408513|103.0|108.0|ADR|detox|pristiq|@missmazygg anxiety has been so high. but yeah, if your dosage is high its hard to come off. i had to detox from pristiq (its cousin drug)|10061814.0|detoxification|[]
74|340535092873162752|24.0|37.0|ADR|facial spasms|prozac|anybody get involuntary facial spasms with prozac? mine is my right eye. does it go away or is time to try something else?|10063006.0|facial spasm|[]
75|340535092873162752|68.0|71.0|ADR|eye|prozac|anybody get involuntary facial spasms with prozac? mine is my right eye. does it go away or is time to try something else?|10041384.0|spasm eyelid|[]
76|326575463835250689|51.0|56.0|ADR|awake|quetiapine|@rbhu7_82 if i don't take my quetiapine i can stay awake for days!|10041014.0|sleepiness|[]
77|329128359063859201|17.0|26.0|ADR|out of it|quetiapine|new meds have me out of it. i want therapy not doping up! i was highly functioning now have trouble standing! #quetiapine #bipolar|10041374.0|spaced out|[]
78|329128359063859201|47.0|56.0|ADR|doping up|quetiapine|new meds have me out of it. i want therapy not doping up! i was highly functioning now have trouble standing! #quetiapine #bipolar|10070679.0|feeling stoned|[]
79|331370652881797120|0.0|7.0|ADR|-9.5lbs|quetiapine|-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state|10047900.0|weight loss|[]
80|331411632213344256|107.0|132.0|ADR|horrid intrusive thoughts|quetiapine|extra quetiapine and two zopiclone still aren't helping me sleep. head full of broken biscuits at 4am with horrid intrusive thoughts|10077275.0|intrusive thoughts|[]
81|332814714952376322|||||quetiapine|@iamcarrieeeeee that's what i get #bipolar2 but the bloody quetiapine made me so bloody miserable.|||[]
82|341026211218194432|||||quetiapine|4am and the quetiapine has failed to sedate me #bipolar #insomnia|||['insomnia']
83|341242496321482753|71.0|79.0|ADR|allergic|tramadol|(triggering) so... i'm taking quetiapine and tramadol pre-cutting. i'm allergic to tramadol...this should be interesting #selfharm|10013661.0|drug allergy|['allergic']
84|342324117812420609|25.0|30.0|ADR|sleep|quetiapine|all i have done today is sleep. and i still need to sleep more. this is a welcome change. #quetiapine|10041014.0|sleepiness|[]
85|347461921676607489|123.0|136.0|ADR|hallucinating|quetiapine|toothache. discovered that somewhere in the paracetamol, codeine, sertraline #quetiapine combination there is a bad mix. #hallucinating|10019062.0|hallucinating|[]
86|349974468547981317|89.0|98.0|ADR|dry mouth|quetiapine|@bella_astre quetiapine made me eat all the sweets, the sour ones seem to help with the dry mouth|10013781.0|dry mouth|['eat all the']
87|351415959514390530|117.0|139.0|ADR|20 hours a day, asleep|quetiapine|@disabledmedic quetiapine perhaps gives most dramatic effect for single low dose. no, pts are not being lazy in bed 20 hours a day, asleep!|10041349.0|somnolence|[]
88|354343052212568066|55.0|71.0|ADR|prolactin levels|quetiapine|rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie�|10036826.0|prolactin increased|[]
89|354343052212568066|83.0|98.0|ADR|boobs humungous|quetiapine|rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie�|10014843.0|enlargement breast female|[]
90|343153861915201538|57.0|75.0|ADR|knee still painful|rivaroxaban|rivaroxaban diary day 8. left knee is much better. right knee still painful. back ache receding but suspect it will come back once in bed.|10023477.0|knee pain|['back']
91|343153861915201538|77.0|86.0|ADR|Back ache|rivaroxaban|rivaroxaban diary day 8. left knee is much better. right knee still painful. back ache receding but suspect it will come back once in bed.|10003978.0|back ache|['back']
92|345083262672175104|33.0|48.0|ADR|Lower back ache|rivaroxaban|08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.|10024890.0|low back ache|[]
93|345083262672175104|50.0|59.0|ADR|neck ache|rivaroxaban|08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.|10028836.0|neck pain|[]
94|345083262672175104|61.0|65.0|ADR|hips|rivaroxaban|08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.|10033432.0|pain in hip|[]
95|345083262672175104|70.0|80.0|ADR|knees ache|rivaroxaban|08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.|10023477.0|knee pain|[]
96|345083262672175104|82.0|97.0|ADR|short of breath|rivaroxaban|08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.|10040604.0|shortness of breath|[]
97|345414697148887041|119.0|135.0|ADR|frontal headache|rivaroxaban|06.30 day 14 rivaroxaban diary. thanks to paracetamol and hot water bottle i had 4 hrs continuous sleep. woke uo with frontal headache, 1/2|10019211.0|headache|[]
98|345880550915059712|42.0|50.0|ADR|backache|rivaroxaban|13.24 day 15 rivaroxaban diary. atrocious backache despite having taken paracetamol an hour ago. gone back to bed.|10003978.0|back ache|[]
99|347449601881686016|||||rivaroxaban|21.21 day 19 rivaroxaban diary. decided to continue until all aches gone. hips and legs still ache but much more mobile now.|||['mobile']
100|349303644262367234|26.0|49.0|ADR|muscle &amp; back pains|rivaroxaban|rivaroxaban diary day 25 muscle &amp; back pains were due to being on rvxbn for 10 days, on it + losartan for 8 days, + losartan only for 4 days|10028323.0|muscle pains|[]
101|349303644262367234|39.0|49.0|ADR|back pains|rivaroxaban|rivaroxaban diary day 25 muscle &amp; back pains were due to being on rvxbn for 10 days, on it + losartan for 8 days, + losartan only for 4 days|10003988.0|back pain|[]
102|332457979939016705|109.0|124.0|ADR|not remembering|seroquel|@doctorchristian is my memory really bad due to 900mg seroquel and 120mg cymbalta or the bipolar itself? i'm not remembering conversations|10017060.0|forgetfulness|['conversations']
103|333037072992575490|82.0|92.0|ADR|drowsiness|seroquel|@basic_chunnel @bromethazine i'm pretty lucid in all my dreams, and the seroquel drowsiness carried over into the dream. lolol.|10013649.0|drowsiness|['dream']
104|333203009209266176|34.0|78.0|ADR|sleep on my own. but i got at least 16 hours|seroquel|i can only get about 7-8 hours of sleep on my own. but i got at least 16 hours with seroquel. i now see how people can get addicted.|10041014.0|sleepiness|['addicted']
105|333613151599869952|107.0|115.0|ADR|feel ill|seroquel|maybe cos of the insulin blocking effect of seroquel but i do feel sugar crashes when eat fast carbs. will feel ill. so avoid where poss.|10021345.0|ill feeling|[]
106|333613151599869952|67.0|80.0|ADR|sugar crashes|seroquel|maybe cos of the insulin blocking effect of seroquel but i do feel sugar crashes when eat fast carbs. will feel ill. so avoid where poss.|10005808.0|blood sugar decreased|[]
107|343283459533443072|61.0|74.0|ADR|won't wake up|seroquel|trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake.|10019158.0|hard to awaken|"[""won't wake up""]"
108|343376431864229889|9.0|21.0|ADR|not remember|seroquel|why do i not remember going to bed or waking up (the answer: probably seroquel)|10017060.0|forgetfulness|[]
109|346762709657870337|||||seroquel|personally i prefer staying up until i get hallucinations, to taking seroquel to get to sleep, but only because it's more fun for me|||[]
110|348336073967022080|91.0|126.0|ADR|feels like I have raw nerve endings|seroquel|i can't take this:( i thought having seroquel would make it easier but nope. my whole body feels like i have raw nerve endings going crazy|10021681.0|increased skin sensitivity|['endings going crazy']
111|348701811743535104|||||seroquel|you don't know insomnia until you take 2 seroquel and work out at 3am.|||[]
112|349006492898295808|88.0|115.0|ADR|sleep for 12 straight hours|seroquel|@suedoelawyer and with seroquel i take half of a 25mg pill. and it knocks me out; i can sleep for 12 straight hours|10041000.0|sleep excessive|['knocks me out', 'sleep for 12 straight hours']
113|350867989538684929|84.0|104.0|ADR|urge to procure food|seroquel|waitt..here it comes..the #seroquel is pulling me under..also i now have the sudden urge to procure food.. #fmlimugly|10021654.0|increased appetite|[]
114|326928335110291456|92.0|102.0|ADR|dependence|trazodone|but i don't want to take an ambien or trazodone or anything because i dint wanna restart my dependence upon them|10013663.0|drug dependence|[]
115|327604889540755456|50.0|56.0|ADR|asleep|trazodone|i think it's bad i'm consistently in bed by 9 and asleep by 9:15. #trazodone|10041349.0|somnolence|[]
116|328660565033639937|36.0|59.0|ADR|knocked me the fuck out|trazodone|holy shit, that trazodone actually knocked me the fuck out and took me for a ride|10041349.0|somnolence|[]
117|331642247084916736|||||trazodone|wide awake and this trazodone starting to feel like a sugar pill.. i'd actually prefer to be at work right bout now.|||[]
118|333208965607456771|34.0|38.0|ADR|high|trazodone|trazodone is fun because you get high, slowly fade into sleep, then wake up drunk as hell.|10016333.0|feeling high|['drunk']
119|333208965607456771|77.0|82.0|ADR|drunk|trazodone|trazodone is fun because you get high, slowly fade into sleep, then wake up drunk as hell.|10013767.0|drunk-like effect|['drunk']
120|339971334794772480|104.0|113.0|ADR|tolerance|trazodone|i wish xanax made me tired. i also wish ambien, trazodone, lorazepam, lunesta, and temazepam did too. #tolerance #fml|10052804.0|drug tolerance|['tired']
121|341622840933629953|28.0|42.0|ADR|sleep schedule|trazodone|trazodone has screwed up my sleep schedule. its helping tho.|10040995.0|sleep disturbance|['sleep']
122|346580466041778176|77.0|111.0|ADR|felt like I.had a frontal lobotomy|trazodone|@nighttraumadoc it works otherwise. my pcp started me on trazodone before. i felt like i.had a frontal lobotomy the following day|10027374.0|mental impairment|[]
123|348206994722783232|100.0|104.0|ADR|puke|trazodone|my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?|10047700.0|vomiting|[]
124|348206994722783232|106.0|112.0|ADR|shakes|trazodone|my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?|10040528.0|shaking|[]
125|348206994722783232|59.0|63.0|ADR|sick|trazodone|my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?|10016365.0|feeling sick|[]
126|348206994722783232|65.0|77.0|ADR|couldnt move|trazodone|my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?|10028045.0|movements reduced|[]
127|348206994722783232|90.0|98.0|ADR|migraine|trazodone|my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?|10027599.0|migraine|[]
128|348207562631557122|107.0|115.0|ADR|migraine|trazodone|rt @aprilhunter: my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else �|10027599.0|migraine|[]
129|348207562631557122|117.0|121.0|ADR|puke|trazodone|rt @aprilhunter: my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else �|10047700.0|vomiting|[]
130|348207562631557122|123.0|129.0|ADR|shakes|trazodone|rt @aprilhunter: my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else �|10040528.0|shaking|[]
131|348207562631557122|76.0|80.0|ADR|sick|trazodone|rt @aprilhunter: my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else �|10016365.0|feeling sick|[]
132|350848441829687296|49.0|59.0|ADR|nightmares|trazodone|i went down to 100 mg of trazodone at night. the nightmares are gone but my insomnia got worse.|10029412.0|nightmare|['nightmares', 'insomnia']
133|350848441829687296|76.0|84.0|ADR|insomnia|trazodone|i went down to 100 mg of trazodone at night. the nightmares are gone but my insomnia got worse.|10022437.0|insomnia|['nightmares', 'insomnia']
134|326995800024571906|101.0|107.0|ADR|energy|venlafaxine|sick of feeling tired. fed up of meds not working. loads to do today &amp; no freaking motivation or energy #venlafaxine #day9|10016356.0|feeling of total lack of energy|[]
135|326995800024571906|16.0|21.0|ADR|tired|venlafaxine|sick of feeling tired. fed up of meds not working. loads to do today &amp; no freaking motivation or energy #venlafaxine #day9|10043890.0|tiredness|[]
136|326995800024571906|75.0|97.0|ADR|no freaking motivation|venlafaxine|sick of feeling tired. fed up of meds not working. loads to do today &amp; no freaking motivation or energy #venlafaxine #day9|10023614.0|lack of motivation|[]
137|327367830527963137|9.0|14.0|ADR|sleep|venlafaxine|11 hours sleep and still i feel tired and dizzy #venlafaxine #day10|10041349.0|somnolence|[]
138|327367830527963137|32.0|37.0|ADR|tired|venlafaxine|11 hours sleep and still i feel tired and dizzy #venlafaxine #day10|10043890.0|tiredness|[]
139|327367830527963137|42.0|47.0|ADR|dizzy|venlafaxine|11 hours sleep and still i feel tired and dizzy #venlafaxine #day10|10013573.0|dizziness|[]
140|328794465395437568|52.0|58.0|ADR|drowsy|venlafaxine|so it seems that  if i take #venlafaxine in am i am drowsy all day. if i take in pm i don�t sleep well. go figure.  #day14|10013649.0|drowsiness|['drowsy']
141|328794465395437568|86.0|102.0|ADR|don�t sleep well|venlafaxine|so it seems that  if i take #venlafaxine in am i am drowsy all day. if i take in pm i don�t sleep well. go figure.  #day14|10062519.0|poor quality sleep|['drowsy']
142|329499342601854976|0.0|23.0|ADR|Feel crap every morning|venlafaxine|feel crap every morning. wake up after another restless night and just want to cry. #venlafaxine #day16|10016370.0|feeling unwell|[]
143|329499342601854976|47.0|61.0|ADR|restless night|venlafaxine|feel crap every morning. wake up after another restless night and just want to cry. #venlafaxine #day16|10041007.0|sleep restless|[]
144|329975207488004096|80.0|93.0|ADR|carb cravings|venlafaxine|i low carb but have just eaten my body weight in freakin carbs! i only hope the carb cravings are because i�m coming off the #venlafaxine|10007216.0|carbohydrate craving|[]
145|330053985115451394|||||venlafaxine|@raj1410 i'm now on venlafaxine my main issue is the cataplexy haha just ask @hannahrogerson this is the third i've tried. what are you on?|||[]
146|330685673055088640|0.0|6.0|ADR|Dreamt|venlafaxine|dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.|10004969.0|bizarre dreams|['withdrawal']
